Rank,publication_number,application_number,family_id,title,abstract,granted_date,granted_year,publication_date,publication_year,filing_date,year,Expiration date,Expiration year,priority_date,priority_year,Publication type,filing_status,Kind code,jurisdiction,Inventor names,Original assignee names,Current assignee names,GRID IDs,City of Current Assignee,State of Current Assignee,Country of Current Assignee,Funder,Funder Group,Funder Country,UIDs of supporting grants,Grant IDs,Patent citations,Dimensions URL,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,Cancer Types,CSO Categories,IPCR,cpc,id,scope,pillar,research_category,endproduct,ingredient,subpillar
10,EP-4654835-A1,EP24701115.8,89662058,CURING DEVICE FOR CURING CAPSULES,"Disclosed herein is a curing device (1) for generating and curing capsules, which comprises a tubular column (2), a bottom portion (5), a head portion (8) and a radial stirring device (10) being arranged inside the tubular column (2) and inside a stirring zone (4) of the tubular column (2). Furthermore, a capsule production unit and a method for generating and curing capsules is disclosed.",NA,NA,2025-12-03,2025,2024-01-15,2024,NA,NA,2023-01-26,2023,Application,Pending,A1,EP,BAUMANN ENEA; BURKARD CHRISTIAN; SCHAFFNER DAVID,Microcaps Ag,Microcaps Ag,NA,NA,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4654835-A1,31 Biological Sciences; 34 Chemical Sciences; 3403 Macromolecular and Materials Chemistry,NA,NA,NA,NA,NA,NA,NA,A61K9/50; B01F35/95; C11D3/50; B29B7/82; A23L27/00,C11D3/505; A23P10/30; B01F23/41; B29B7/826; B01F27/191; B01F27/8111; B01F27/11251; C11D11/0082; B29B7/16; B01F27/90,EP-4654835-A1,out,NA,NA,NA,NA,NA
24,EP-4654830-A1,EP24701443.4,89663188,LECITHIN OLEOGEL FOR USE AS A FAT SYSTEM IN PLANT-BASED SUBSTITUTES,"The present invention relates to a fat system for use in a food product, said fat system comprising unsaturated triglycerides, unsaturated phospholipid source and saturated monoglycerides. A method of making said fat system is also provided, said method comprising shear mixing, applying heat, and cooling down to allow gel formation.",NA,NA,2025-12-03,2025,2024-01-26,2024,NA,NA,2023-01-27,2023,Application,Pending,A1,EP,KLAASSEN DANIËL PETRUS WILHELMUS; SAGALOWICZ LAURENT; GIRARDI ALICIA; AYED CHARFEDINNE,Societe des Produits Nestle SA; Nestle SA,Societe des Produits Nestle SA; Nestle SA,grid.796691.6; grid.419905.0,Vevey,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4654830-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",Nutrition,NA,NA,NA,NA,NA,NA,A23D7/01; A23D9/04; A23J7/00; A23D9/013; A23K10/30; A23L27/21; A23K20/158; A23D7/00; A23L29/00; A23L27/00; A23L33/115,A23L27/88; A23J7/00; A23D7/003; A23D7/011; A23K10/30; A23K20/158,EP-4654830-A1,in,PB,Ingredient optimisation,Meat,Fats and oils,NA
24,IL-322327-A,IL322327,89663188,LECITHIN OLEOGEL FOR USE AS A FAT SYSTEM IN PLANT-BASED SUBSTITUTES,NA,NA,NA,2025-09-01,2025,2025-07-24,2025,NA,NA,2023-01-27,2023,N/A,N/A,A,IL,KLAASSEN Dani?l Petrus Wilhelmus; SAGALOWICZ LAURENT; GIRARDI ALICIA; AYED CHARFEDINNE; KLAASSEN Dani?l Petrus Wilhelmus; SAGALOWICZ LAURENT; GIRARDI ALICIA; AYED CHARFEDINNE,SOCI?T? DES PRODUITS NESTL? S A; KLAASSEN Dani?l Petrus Wilhelmus; SAGALOWICZ LAURENT; GIRARDI ALICIA; AYED CHARFEDINNE,NA,grid.796691.6,Vevey,Vaud,Switzerland; Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/IL-322327-A,NA,NA,NA,NA,NA,NA,NA,NA,A23K10/30; A23L27/00; A23K20/158,A23D7/003; A23K10/30; A23D7/011; A23L27/88; A23J7/00; A23K20/158,IL-322327-A,in,PB,Ingredient optimisation,Meat,Fats and oils,NA
38,WO-2025153619-A1,EP2025/051041,89707627,Hydration of fermented foods,"The present disclosure describes methods for preparing a hydrated fermented substrate comprising a) providing one or more edible ingredients; b) subjecting the one or more edible ingredients to one or more preparation steps to form a fermentation substrate; c) contacting the fermentation substrate with one or more microorganisms under conditions allowing the microorganisms to colonize and 5 proliferate on/in the fermentation substrate and to produce a fermented substrate; d) contacting the fermented substrate with a hydrating composition under conditions allowing for fermented substrate to absorb the hydrating composition to produce the hydrated fermented substrate, and e) isolating the hydrated fermented substrate. 10 * * *",NA,NA,2025-07-24,2025,2025-01-16,2025,2026-07-16,2026,2024-01-16,2024,Application,Pending,A1,WO,VESTERGAARD TINE; MADSEN NIKOLAJ; GAZCA IVAN; HEILIG ERIC; TERMANSEN JENS; HERNÁNDEZ EFRAIN; HONZU KATERINA,Matr Foods Aps,Matr Foods Aps,NA,NA,NA,Denmark,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025153619-A1,31 Biological Sciences; 31 Biological Sciences; 3106 Industrial Biotechnology,NA,NA,NA,NA,NA,NA,NA,A23L11/50; A23L7/104; A23J3/14; A23L25/00; A23J3/22; C12N1/14,A23J3/14; A23L25/40; C12N1/14; A23L11/50; A23J3/227; A23L7/104,WO-2025153619-A1,in,PB,Ingredient optimisation,Meat,NA,NA
184,EP-4606278-A3,EP25174563.4,89707633,METHOD FOR PRODUCING A MILK SUBSTITUTE PRODUCT,"The invention relates to a method for producing a milk substitute, comprising, in a first method step, providing a dry ingredient mixture comprising at least one main vegetable ingredient, wherein the main vegetable ingredient is dry-milled oat flour and the milk substitute to be produced is oat milk, a first enzyme, a second enzyme, and a co-factor for heat-stabilizing one of the enzymes. The heat-stabilizing co-factor is in the form of CaCl<sub>2</sub>, and the weight ratio of the co-factor to the one enzyme that is heat-stabilized by the co-factor is between 1:1 and 2.5:1, preferably between 1.66:1 and 2:1. Furthermore, the weight ratio of the oat flour to water is between 1:4 and 1:10, preferably between 1:7 and 1:9. The first enzyme is in the form of heat-stable endo-alpha-amylase. Furthermore, the amount of the first enzyme, based on the dry oat content, is between 0.2 and 0.6 percent by weight, preferably 0.4 percent by weight. Furthermore, the second enzyme is designed as a heat-unstable maltogenic alpha-amylase. The amount of the second enzyme, based on the dry oat content, is between 0.15 and 0.45 percent by weight, preferably 0.3 percent by weight. In a second process step, water with a maximum temperature of 60 °C is provided; in a third process step, the dry ingredient mixture is added to the water while stirring to obtain a suspension; and in a fourth process step, the finished milk substitute product is removed within a period of 40 to 60 minutes after the dry ingredient mixture has been added. Advantageously, the process is energy-saving, as only a relatively low temperature is required, and furthermore, the process duration is short due to the relatively short time of 40 to 60 minutes until the finished milk substitute product is removed.",NA,NA,2025-09-10,2025,2024-01-23,2024,NA,NA,2023-01-26,2023,Application,Pending,A3,EP,AUER BENJAMIN; LENG THOMAS; NESTI SARAH; UHLÄNDER BJÖRN,Oiy Solutions GmbH,Oiy Solutions GmbH,NA,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4606278-A3,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A23C11/10,B01F35/92; B08B9/0813; A23C11/103; B01F35/71775; B01F2101/14; A47J31/4407; B01F35/71805; A23C11/10; B01F27/813; B01F35/11; A47J43/082; A47J43/0705,EP-4606278-A3,in,PB,End product formulation,Milk and milk proteins,NA,NA
139,EP-4606278-A2,EP25174563.4,89707633,METHOD FOR PRODUCING A MILK SUBSTITUTE PRODUCT,"The invention relates to a method for producing a milk substitute, comprising, in a first method step, providing a dry ingredient mixture comprising at least one main vegetable ingredient, wherein the main vegetable ingredient is dry-milled oat flour and the milk substitute to be produced is oat milk, a first enzyme, a second enzyme, and a co-factor for heat-stabilizing one of the enzymes. The heat-stabilizing co-factor is in the form of CaCl<sub>2</sub>, and the weight ratio of the co-factor to the one enzyme that is heat-stabilized by the co-factor is between 1:1 and 2.5:1, preferably between 1.66:1 and 2:1. Furthermore, the weight ratio of the oat flour to water is between 1:4 and 1:10, preferably between 1:7 and 1:9. The first enzyme is in the form of heat-stable endo-alpha-amylase. Furthermore, the amount of the first enzyme, based on the dry oat content, is between 0.2 and 0.6 percent by weight, preferably 0.4 percent by weight. Furthermore, the second enzyme is designed as a heat-unstable maltogenic alpha-amylase. The amount of the second enzyme, based on the dry oat content, is between 0.15 and 0.45 percent by weight, preferably 0.3 percent by weight. In a second process step, water with a maximum temperature of 60 °C is provided; in a third process step, the dry ingredient mixture is added to the water while stirring to obtain a suspension; and in a fourth process step, the finished milk substitute product is removed within a period of 40 to 60 minutes after the dry ingredient mixture has been added. Advantageously, the process is energy-saving, as only a relatively low temperature is required, and furthermore, the process duration is short due to the relatively short time of 40 to 60 minutes until the finished milk substitute product is removed.",NA,NA,2025-08-27,2025,2024-01-23,2024,NA,NA,2023-01-26,2023,Application,Pending,A2,EP,AUER BENJAMIN; LENG THOMAS; NESTI SARAH; UHLÄNDER BJÖRN,Oiy Solutions GmbH,Oiy Solutions GmbH,NA,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4606278-A2,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A47J31/00,B01F35/71805; B01F35/11; A47J43/082; B08B9/0813; A47J31/4407; A47J43/0705; B01F35/71775; A23C11/103; B01F27/813; A23C11/10; B01F2101/14; B01F35/92,EP-4606278-A2,in,PB,End product formulation,Milk and milk proteins,NA,NA
130,EP-4417300-B1,EP24153444.5,89707633,DEVICE AND METHOD FOR PRODUCING A MILK SUBSTITUTE PRODUCT,NA,2025-08-27,2025,2025-08-27,2025,2024-01-23,2024,2044-01-23,2044,2023-01-26,2023,Grant,Active,B1,EP,NESTI SARAH; AUER BENJAMIN; UHLÄNDER BJÖRN; LENG THOMAS,Oiy Solutions GmbH,Oiy Solutions GmbH,NA,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4417300-B1,NA,NA,NA,NA,NA,NA,NA,NA,B01F35/11; A23C11/10; B01F101/14; B01F35/71; B08B3/02; A47J31/00; B01F35/92; B01F27/81; A23L2/00,B08B9/0813; B01F35/71805; A47J43/0705; A47J43/082; A23C11/10; B01F35/92; B01F2101/14; B01F27/813; B01F35/71775; A23C11/103; A47J31/4407; B01F35/11,EP-4417300-B1,in,PB,End product formulation,Milk and milk proteins,NA,NA
134,DE-102023101947-B4,DE102023101947.3,89707633,Device for producing a milk substitute product,"A device (1) for producing a milk substitute, comprising: a container (2) with an inner shell (26) defining a cavity (31) and an upper opening (2b) for receiving the ingredients required for producing the milk substitute and an outlet (3) for removing the ready-to-eat milk product; a lid (14) arranged on the opening of the container (2); a stirring device (29) for stirring and dispersing the ingredients received in the container (2), wherein the stirring device (29) comprises at least one driven, rotatable stirring element (35) arranged in the cavity (31); a cleaning device (60) for the automated cleaning of at least the inner shell (26) of the container (2); and a heating device (28) for heating the inner shell (26) of the container (2); wherein the lid (14) comprises at least one first inlet (41), through which a mixture of ingredients is preferably introduced into the cavity (31) of the container. (2), andwherein the lid (14) comprises a closure device (25) with a closure element (24) for selectively opening and closing the first inlet (41),characterized in that the closure element (24) is adjustable via a drive motor (M3) between a closed position in which the closure element (24) closes the inlet (41) and an open position in which the closure element (24) opens the inlet (41).",2025-07-24,2025,2025-07-24,2025,2023-01-26,2023,2043-01-27,2043,2023-01-26,2023,Grant,Active,B4,DE,NESTI SARAH; AUER BENJAMIN; UHLÄNDER BJÖRN; LENG THOMAS,Oiy Solutions GmbH,Oiy Solutions GmbH,NA,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/DE-102023101947-B4,"30 Agricultural, Veterinary and Food Sciences; 37 Earth Sciences; 3705 Geology",NA,NA,NA,NA,NA,NA,NA,A23C11/10; B01F23/53; B01F101/14; A23L2/38,A47J43/0705; B01F35/71775; A47J31/4407; B08B9/0813; B01F35/92; A23C11/103; B01F35/71805; A23C11/10; B01F35/11; B01F2101/14; A47J43/082; B01F27/813,DE-102023101947-B4,in,PB,End product formulation,Milk and milk proteins,NA,NA
5,KR-20250138220-A,KR1020257027229,89708084,Purification of oligosaccharides or mixtures of oligosaccharides,"The present invention relates to a process for purifying an oligosaccharide or a mixture of oligosaccharides from a solution, a product of such a process, and a use of the product of such a process.",NA,NA,2025-09-19,2025,2024-01-19,2024,NA,NA,2023-01-19,2023,Application,Pending,A,KR,BAUWELINCK JORDY; BEAUPREZ JOERI; LEQUEUX GASPARD; PETERS GERT; VAN HERPE DRIES,INBIOSE NV,NA,grid.603827.8,NA,NA,Belgium,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/KR-20250138220-A,40 Engineering; 40 Engineering; 4010 Engineering Practice and Education,NA,NA,NA,NA,NA,NA,NA,B01D15/18; C07H3/06; B01D15/36; C12P19/00; C12P19/04; B01D61/58; C07H3/04; C12P19/14; B01D61/42; C12P19/02; C07H1/06,B01J39/05; B01D15/362; F26B5/065; C07H1/06; B01J47/026; B01J39/20; B01D61/422; B01D61/58; B01D15/1871; C07H3/06; B01J39/07; C07H3/04; C12P19/14; C12P19/00; C12P19/02; C12P19/04,KR-20250138220-A,out,NA,NA,NA,NA,NA
10,WO-2025157986-A1,EP2025/051781,89723018,PROCESS FOR THE PREPARATION OF A NUTRITIONAL COMPOSITION,"Process for the preparation of a liquid nutritional composition comprising protein, carbohydrate, and fat, comprising the steps of a. obtaining ingredients milk and one or more ingredient milk fraction selected from the group consisting of skimmed milk, whey, and milk fat; b. mixing the ingredients of a. to obtain a liquid nutritional composition; and C. optionally add lactose as an additional ingredient during mixing step b. or to the liquid nutritional composition as obtained in step b.; wherein the milk and the liquid nutritional composition are each individually not heated to a temperature of higher than 90°C; characterised in that the liquid nutritional composition and/or the milk is UV-C germicidal treated.",NA,NA,2025-07-31,2025,2025-01-24,2025,2026-07-25,2026,2024-01-25,2024,Application,Pending,A1,WO,SCHUTEN HENRICUS JOHANNES; KRAMER TIMO; TIMMER-KEETELS CHRISTINA JOSEPHINA ANTONIA MARIA,FrieslandCampina Nederland BV,FrieslandCampina Nederland BV,grid.434547.5,Amersfoort,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025157986-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences","Breastfeeding, Lactation and Breast Milk; Nutrition",NA,NA,NA,NA,NA,NA,A23L33/00; A23B11/16; A23B2/53,A23L33/40; A23B2/53; A23B11/164,WO-2025157986-A1,out,NA,NA,NA,NA,NA
32,WO-2025158078-A1,EP2025/052003,89723111,ANIMAL-FREE SUBSTITUTE DAIRY FOOD PRODUCTS AND METHODS,"The invention relates to a method of producing a substitute dairy food product, the method comprising: preparing an aqueous protein solution comprising a recombinant protein; denaturing the recombinant protein in the aqueous protein solution under conditions that cause an increase in viscosity of the aqueous protein solution while remaining flowable and/or pumpable, wherein the denaturing comprises heating of the aqueous protein solution; addition of a lipid to the aqueous protein solution to achieve a mixture with a fat content of at least 0.5% w/w; and acidifying the mixture by adding an acidulant and/or bacterial culture, whereby a substitute dairy food product is produced.",NA,NA,2025-07-31,2025,2025-01-27,2025,2026-07-25,2026,2024-01-25,2024,Application,Pending,A1,WO,SPIEGEL THOMAS; LEITER ANDREAS,Hochland SE,Hochland SE,grid.546021.4,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025158078-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences; 40 Engineering; 4004 Chemical Engineering",NA,NA,NA,NA,NA,NA,NA,A23L33/19; A23C19/055; C07K14/47; A23J1/00; A23J3/20; A23C20/00,C07K14/4717; A23J3/20; A23C20/00; A23C19/055; A23L33/19; A23J1/008,WO-2025158078-A1,in,F,Ingredient optimisation,Cross-cutting,NA,PF
33,EP-4591714-A1,EP24154024.4,89723111,ANIMAL-FREE SUBSTITUTE DAIRY FOOD PRODUCTS AND METHODS,"The invention relates to a method of producing a substitute dairy food product, the method comprising: preparing an aqueous protein solution comprising a recombinant protein; denaturing the recombinant protein in the aqueous protein solution under conditions that cause an increase in viscosity of the aqueous protein solution while remaining flowable and/or pumpable, wherein the denaturing comprises heating of the aqueous protein solution; addition of a lipid to the aqueous protein solution to achieve a mixture with a fat content of at least 0. 5% w/w; and acidifying the mixture by adding an acidulant and/or bacterial culture, whereby a substitute dairy food product is produced.",NA,NA,2025-07-30,2025,2024-01-25,2024,NA,NA,2024-01-25,2024,Application,Pending,A1,EP,SPIEGEL THOMAS; LEITER ANDREAS,Hochland SE,Hochland SE,grid.546021.4,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4591714-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences; 40 Engineering; 4004 Chemical Engineering",NA,NA,NA,NA,NA,NA,NA,A23C19/055; A23J3/20; A23C20/00; A23J1/00; A23L33/19; C07K14/47,C07K14/4717; A23C20/00; A23J3/20; A23L33/19; A23J1/008; A23C19/055,EP-4591714-A1,in,F,Ingredient optimisation,Cross-cutting,NA,PF
